concat_SatID_encodedStripId_TWindex,conflicting_strip_oppr,OpportunityStartTime,OpportunityEndTime,StripID,normalized_GlobalPriority,normalized_local_priority_due_date,normalized_Total_Priority,conflic_strip_flag_named,max_Norm_GP,max_Norm_LPDD,max_Norm_TP,this_flag_norm_GP,this_flag_norm_LLDD,this_flag_norm_TP
FF02_Order 4 - Strip 1_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0']",2024-11-14 18:30:00,2024-11-14 18:30:18,Order 4 - Strip 1,750.0,908.0010839711589,486,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 4 - Strip 2_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0']",2024-11-14 18:29:59,2024-11-14 18:30:16,Order 4 - Strip 2,750.0,908.0010839711589,489,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 4 - Strip 3_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0']",2024-11-14 18:29:59,2024-11-14 18:30:15,Order 4 - Strip 3,750.0,908.0010839711589,525,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 5 - Strip 4_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0']",2024-11-14 18:29:05,2024-11-14 18:29:52,Order 5 - Strip 4,750.0,908.0010839711589,483,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 5 - Strip 5_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0']",2024-11-14 18:29:08,2024-11-14 18:29:51,Order 5 - Strip 5,750.0,908.0010839711589,483,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 5 - Strip 6_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0']",2024-11-14 18:29:33,2024-11-14 18:29:50,Order 5 - Strip 6,750.0,908.0010839711589,484,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 7 - Strip 0_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:27:52,2024-11-14 18:28:08,Order 7 - Strip 0,750.0,908.0010839711589,483,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 7 - Strip 1_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:27:51,2024-11-14 18:28:09,Order 7 - Strip 1,750.0,908.0010839711589,484,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 7 - Strip 2_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:27:49,2024-11-14 18:28:07,Order 7 - Strip 2,750.0,908.0010839711589,484,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 7 - Strip 3_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:27:49,2024-11-14 18:28:06,Order 7 - Strip 3,750.0,908.0010839711589,486,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
FF02_Order 14 - Strip 0_Area 18_1.0,"['FF02_Order 14 - Strip 1_Area 18_1.0', 'FF02_Order 14 - Strip 2_Area 18_1.0', 'FF02_Order 14 - Strip 3_Area 18_1.0']",2024-11-14 16:56:50,2024-11-14 16:57:06,Order 14 - Strip 0,1000.0,752.2807943125091,552,FF02_Order 14 - Strip 1_Area 18_1.0,1000.0,752.2807943125091,554,1000.0,752.2807943125091,554
FF02_Order 14 - Strip 1_Area 18_1.0,"['FF02_Order 14 - Strip 0_Area 18_1.0', 'FF02_Order 14 - Strip 2_Area 18_1.0', 'FF02_Order 14 - Strip 3_Area 18_1.0']",2024-11-14 16:56:49,2024-11-14 16:57:06,Order 14 - Strip 1,1000.0,752.2807943125091,554,FF02_Order 14 - Strip 1_Area 18_1.0,1000.0,752.2807943125091,554,1000.0,752.2807943125091,554
FF02_Order 14 - Strip 2_Area 18_1.0,"['FF02_Order 14 - Strip 0_Area 18_1.0', 'FF02_Order 14 - Strip 1_Area 18_1.0', 'FF02_Order 14 - Strip 3_Area 18_1.0']",2024-11-14 16:56:48,2024-11-14 16:57:05,Order 14 - Strip 2,1000.0,752.2807943125091,553,FF02_Order 14 - Strip 1_Area 18_1.0,1000.0,752.2807943125091,554,1000.0,752.2807943125091,554
FF02_Order 14 - Strip 3_Area 18_1.0,"['FF02_Order 14 - Strip 0_Area 18_1.0', 'FF02_Order 14 - Strip 1_Area 18_1.0', 'FF02_Order 14 - Strip 2_Area 18_1.0']",2024-11-14 16:56:48,2024-11-14 16:57:04,Order 14 - Strip 3,1000.0,752.2807943125091,554,FF02_Order 14 - Strip 1_Area 18_1.0,1000.0,752.2807943125091,554,1000.0,752.2807943125091,554
FF02_Order 28 - Strip 3_Area 24_1.0,[],2024-11-15 10:44:28,2024-11-15 10:44:44,Order 28 - Strip 3,500.0,1000.0,401,FF02_Order 28 - Strip 3_Area 24_1.0,500.0,1000.0,401,500.0,1000.0,401
FF02_Order 29 - Strip 0_Area 26_1.0,['FF02_Order 29 - Strip 1_Area 26_1.0'],2024-11-15 09:08:28,2024-11-15 09:08:38,Order 29 - Strip 0,500.0,1000.0,409,FF02_Order 29 - Strip 0_Area 26_1.0,500.0,1000.0,409,500.0,1000.0,409
FF02_Order 29 - Strip 1_Area 26_1.0,['FF02_Order 29 - Strip 0_Area 26_1.0'],2024-11-15 09:08:28,2024-11-15 09:08:37,Order 29 - Strip 1,500.0,1000.0,406,FF02_Order 29 - Strip 0_Area 26_1.0,500.0,1000.0,409,500.0,1000.0,409
FF02_Order 7 - Strip 0_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:27:52,2024-11-14 18:28:08,Order 7 - Strip 0,750.0,908.0010839711589,483,FF02_Order 44 - Strip 3_Area 35_1.0,750.0,908.0010839711589,488,750.0,908.0010839711589,488
FF02_Order 7 - Strip 1_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:27:51,2024-11-14 18:28:09,Order 7 - Strip 1,750.0,908.0010839711589,484,FF02_Order 44 - Strip 3_Area 35_1.0,750.0,908.0010839711589,488,750.0,908.0010839711589,488
FF02_Order 7 - Strip 2_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:27:49,2024-11-14 18:28:07,Order 7 - Strip 2,750.0,908.0010839711589,484,FF02_Order 44 - Strip 3_Area 35_1.0,750.0,908.0010839711589,488,750.0,908.0010839711589,488
FF02_Order 7 - Strip 3_Area 0_1.0,"['FF02_Order 4 - Strip 0_Area 0_1.0', 'FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:27:49,2024-11-14 18:28:06,Order 7 - Strip 3,750.0,908.0010839711589,486,FF02_Order 44 - Strip 3_Area 35_1.0,750.0,908.0010839711589,488,750.0,908.0010839711589,488
FF02_Order 44 - Strip 2_Area 35_1.0,"['FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0', 'FF02_Order 48 - Strip 2_Area 35_1.0']",2024-11-14 18:26:08,2024-11-14 18:26:41,Order 44 - Strip 2,750.0,908.0010839711589,483,FF02_Order 44 - Strip 3_Area 35_1.0,750.0,908.0010839711589,488,750.0,908.0010839711589,488
FF02_Order 44 - Strip 3_Area 35_1.0,"['FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0', 'FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 48 - Strip 2_Area 35_1.0']",2024-11-14 18:26:15,2024-11-14 18:26:40,Order 44 - Strip 3,750.0,908.0010839711589,488,FF02_Order 44 - Strip 3_Area 35_1.0,750.0,908.0010839711589,488,750.0,908.0010839711589,488
FF02_Order 48 - Strip 2_Area 35_1.0,"['FF02_Order 44 - Strip 2_Area 35_1.0', 'FF02_Order 44 - Strip 3_Area 35_1.0']",2024-11-14 18:25:25,2024-11-14 18:25:42,Order 48 - Strip 2,750.0,908.0010839711589,483,FF02_Order 44 - Strip 3_Area 35_1.0,750.0,908.0010839711589,488,750.0,908.0010839711589,488
FF02_Order 45 - Strip 1_Area 35_1.0,"['FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:58,2024-11-14 20:03:16,Order 45 - Strip 1,750.0,908.0010839711589,488,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 45 - Strip 2_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:57,2024-11-14 20:03:15,Order 45 - Strip 2,750.0,908.0010839711589,483,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 45 - Strip 3_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:03:02,2024-11-14 20:03:13,Order 45 - Strip 3,750.0,908.0010839711589,484,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 46 - Strip 0_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:46,2024-11-14 20:02:54,Order 46 - Strip 0,750.0,908.0010839711589,485,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 46 - Strip 1_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:28,2024-11-14 20:03:02,Order 46 - Strip 1,750.0,908.0010839711589,486,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 46 - Strip 2_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:26,2024-11-14 20:03:01,Order 46 - Strip 2,750.0,908.0010839711589,502,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 46 - Strip 3_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:24,2024-11-14 20:02:59,Order 46 - Strip 3,750.0,908.0010839711589,542,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 46 - Strip 4_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:23,2024-11-14 20:02:57,Order 46 - Strip 4,750.0,908.0010839711589,489,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 46 - Strip 5_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:33,2024-11-14 20:02:53,Order 46 - Strip 5,750.0,908.0010839711589,487,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 46 - Strip 6_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:43,2024-11-14 20:02:51,Order 46 - Strip 6,750.0,908.0010839711589,485,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 47 - Strip 0_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 1_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:27,2024-11-14 20:02:39,Order 47 - Strip 0,750.0,908.0010839711589,483,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
FF02_Order 47 - Strip 1_Area 35_1.0,"['FF02_Order 45 - Strip 1_Area 35_1.0', 'FF02_Order 45 - Strip 2_Area 35_1.0', 'FF02_Order 45 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 0_Area 35_1.0', 'FF02_Order 46 - Strip 1_Area 35_1.0', 'FF02_Order 46 - Strip 2_Area 35_1.0', 'FF02_Order 46 - Strip 3_Area 35_1.0', 'FF02_Order 46 - Strip 4_Area 35_1.0', 'FF02_Order 46 - Strip 5_Area 35_1.0', 'FF02_Order 46 - Strip 6_Area 35_1.0', 'FF02_Order 47 - Strip 0_Area 35_1.0', 'FF02_Order 47 - Strip 2_Area 35_1.0']",2024-11-14 20:02:10,2024-11-14 20:02:43,Order 47 - Strip 1,750.0,908.0010839711589,484,FF02_Order 46 - Strip 3_Area 35_1.0,750.0,908.0010839711589,542,750.0,908.0010839711589,542
